region,latitude,longitude,price_czk,area_m2,vlastnictvi,energ_stitek,dist_vecerka_m,dist_obchod_m,dist_tram_m,dist_metro_m,dist_bus_mhd_m,url,construction,condition,floor,city,district,heating,rooms,kitchen,price_per_m2
Hlavní město Praha,50.10897,14.525467,9290000.0,48,1,6.0,683.0,957.0,188.0,755.0,653.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hloubetin-waltariho/3161317452,Cihlová,7.0,10.0,Praha, Praha 9,Centrální dálkové,2.0,0.0,193541.66666666666
Hlavní město Praha,50.03236361,14.5049,9290000.0,63,1,5.0,148.0,1053.0,2587.0,517.0,60.0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-chodov-valentova/625922124,Panelová,3.0,2.0,Praha, Praha 4,Ústřední dálkové,3.0,1.0,147460.31746031746
Hlavní město Praha,50.1215793,14.48189647,9290000.0,61,1,6.0,632.0,661.0,780.0,598.0,206.0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-strizkov-habarticka/3767124044,Panelová,5.0,7.0,Praha, Praha 9,,3.0,0.0,152295.0819672131
Jihomoravský kraj,49.1170016,16.58179385,9290000.0,77,1,5.0,256.0,4348.0,1968.0,,11.0,https://www.sreality.cz/detail/prodej/byt/3+kk/zelesice-zelesice-24-dubna/136638540,Cihlová,7.0,3.0,Želešice, Brno-venkov,Plynový kondenzační kotel,3.0,0.0,120649.35064935064
Jihomoravský kraj,49.22072915,16.59384927,9290000.0,58,1,5.0,179.0,962.0,189.0,,179.0,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-kralovo-pole-slovinska/2257186892,Cihlová,4.0,0.0,Brno,Královo Pole,Tepelné čerpadlo,3.0,0.0,160172.41379310345
Plzeňský kraj,49.75782662,13.38131163,9290000.0,70,1,3.0,438.0,666.0,664.0,,122.0,https://www.sreality.cz/detail/prodej/byt/3+kk/plzen-severni-predmesti-pod-kostelem/3820261452,Cihlová,7.0,1.0,Plzeň,Severní Předměstí,Podlahové vytápění,3.0,0.0,132714.2857142857
Plzeňský kraj,49.77209,13.349454,9290000.0,86,1,7.0,881.0,17.0,1064.0,,163.0,https://www.sreality.cz/detail/prodej/byt/3+kk/plzen-severni-predmesti-karlovarska/2867900492,Smíšená,7.0,1.0,Plzeň,Severní Předměstí,Ústřední dálkové,3.0,0.0,108023.25581395348
Hlavní město Praha,50.040313,14.438874,9290000.0,61,1,1.0,829.0,837.0,1150.0,792.0,42.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-krc-antala-staska/3127689292,Cihlová,5.0,5.0,Praha, Praha 4,,2.0,0.0,152295.0819672131
Hlavní město Praha,50.04708557,14.48593463,9290000.0,73,1,4.0,188.0,137.0,463.0,1213.0,30.0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zabehlice-hlavni/3604004940,Panelová,5.0,3.0,Praha, Praha 4,Ústřední dálkové,3.0,0.0,127260.27397260274
Středočeský kraj,49.99635047,15.18619155,9290000.0,150,1,6.0,2603.0,2801.0,,,5.0,https://www.sreality.cz/detail/prodej/byt/5+kk/pasinka-pasinka-/1956692044,Cihlová,7.0,1.0,Pašinka, Kolín,Tepelné čerpadlo,5.0,0.0,61933.333333333336
Jihomoravský kraj,49.2107428,16.5001773,9295000.0,215,1,7.0,604.0,1940.0,1224.0,,335.0,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-zebetin-jerlinova/3998937932,Smíšená,7.0,1.0,Brno,Žebětín,Tepelné čerpadlo,2.0,0.0,43232.558139534885
Jihomoravský kraj,48.94150555,16.7233515,9295000.0,97,1,6.0,851.0,1111.0,,,93.0,https://www.sreality.cz/detail/prodej/byt/3+kk/hustopece-hustopece-alejni/2379645772,Cihlová,8.0,2.0,Hustopeče, Břeclav,,3.0,0.0,95824.74226804124
Jihomoravský kraj,49.2108672,16.4994028,9295000.0,53,1,7.0,604.0,1940.0,1224.0,,335.0,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-zebetin-jerlinova/1750729292,Smíšená,8.0,1.0,Brno,Žebětín,,2.0,0.0,175377.35849056602
Jihomoravský kraj,49.21502512,16.51007272,9297000.0,71,1,4.0,265.0,903.0,1360.0,,336.0,https://www.sreality.cz/detail/prodej/byt/3+1/brno-bystrc-foltynova/555339852,Panelová,5.0,3.0,Brno,Bystrc,"Ústřední elektrické, Ústřední dálkové",3.0,1.0,130943.66197183098
Moravskoslezský kraj,49.7926835,18.22113135,9297200.0,82,1,6.0,185.0,1085.0,580.0,,136.0,https://www.sreality.cz/detail/prodej/byt/3+kk/ostrava-zabreh-petruskova/1026281548,Cihlová,8.0,2.0,Ostrava,Zábřeh,,3.0,0.0,113380.48780487805
Moravskoslezský kraj,49.83683905,18.29019034,9299000.0,117,1,2.0,155.0,319.0,245.0,,149.0,https://www.sreality.cz/detail/prodej/byt/4+1/ostrava-moravska-ostrava-postovni/853590860,Smíšená,5.0,2.0,Ostrava,Moravská Ostrava,Radiátory,4.0,1.0,79478.63247863248
Hlavní město Praha,50.08895577,14.462088,9299000.0,53,1,4.0,621.0,1545.0,466.0,904.0,23.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-hartigova/1544216652,Cihlová,7.0,6.0,Praha, Praha 3,"Podlahové vytápění, Radiátory, Infrapanel",2.0,0.0,175452.83018867925
Hlavní město Praha,50.12941639,14.42374488,9299000.0,79,1,5.0,507.0,128.0,1479.0,2086.0,151.0,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-bohnice-vratislavska/1545269324,Panelová,4.0,2.0,Praha, Praha 8,,4.0,0.0,117708.86075949368
Hlavní město Praha,50.10187517,14.56752147,9299000.0,80,1,6.0,45.0,1163.0,1498.0,719.0,163.0,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-cerny-most-vasatkova/2944172108,Panelová,4.0,2.0,Praha, Praha 9,,4.0,0.0,116237.5
Plzeňský kraj,49.74286899,13.37036754,9299000.0,105,1,5.0,100.0,754.0,157.0,,235.0,https://www.sreality.cz/detail/prodej/byt/4+kk/plzen-jizni-predmesti-kardinala-berana/2713092940,Cihlová,7.0,2.0,Plzeň,Jižní Předměstí,Centrální dálkové,4.0,0.0,88561.90476190476
Plzeňský kraj,49.74286899,13.37036754,9299000.0,115,1,5.0,100.0,754.0,157.0,,235.0,https://www.sreality.cz/detail/prodej/byt/3+kk/plzen-jizni-predmesti-kardinala-berana/3391554380,Cihlová,7.0,5.0,Plzeň,Jižní Předměstí,Ústřední dálkové,3.0,0.0,80860.86956521739
Hlavní město Praha,50.0150887,14.4289916,9299360.0,44,1,6.0,291.0,801.0,866.0,3531.0,262.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kamyk-imrychova/3119444044,Smíšená,8.0,5.0,Praha, Praha 4,,2.0,0.0,211349.0909090909
Hlavní město Praha,50.07192135,14.50906525,9299900.0,56,1,4.0,658.0,190.0,671.0,407.0,91.0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-strasnice-donatellova/1900933196,Cihlová,5.0,7.0,Praha, Praha 10,Centrální dálkové,3.0,0.0,166069.64285714287
Jihomoravský kraj,49.20913866,16.66073348,9299900.0,84,1,4.0,362.0,1122.0,1045.0,,190.0,https://www.sreality.cz/detail/prodej/byt/5+kk/brno-zidenice-blatnicka/428688204,Panelová,5.0,5.0,Brno,Židenice,Centrální dálkové,5.0,0.0,110713.09523809524
Jihomoravský kraj,49.17505961,16.55569926,9300000.0,84,1,6.0,100.0,800.0,419.0,,238.0,https://www.sreality.cz/detail/prodej/byt/4+1/brno-novy-liskovec-svazna/1370742860,Panelová,5.0,3.0,Brno,Nový Lískovec,Ústřední dálkové,4.0,1.0,110714.28571428571
Hlavní město Praha,50.10451551,14.37681697,9300000.0,57,1,1.0,760.0,1372.0,116.0,502.0,45.0,https://www.sreality.cz/detail/prodej/byt/2+1/praha-dejvice-/3520676684,Cihlová,5.0,5.0,Praha, Praha 6,,2.0,1.0,163157.8947368421
Hlavní město Praha,50.03345291,14.52873504,9300000.0,79,1,5.0,124.0,130.0,2195.0,223.0,114.0,https://www.sreality.cz/detail/prodej/byt/4+1/praha-haje-anny-drabikove/3102404684,Panelová,5.0,2.0,Praha, Praha 4,Centrální dálkové,4.0,1.0,117721.51898734177
Hlavní město Praha,50.04329312,14.56286076,9300000.0,72,1,5.0,220.0,423.0,2116.0,2833.0,118.0,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-horni-mecholupy-na-krecku/2870174540,Panelová,5.0,3.0,Praha, Praha 10,Centrální dálkové,4.0,0.0,129166.66666666667
Hlavní město Praha,50.102013,14.42611409,9300000.0,39,1,2.0,34.0,1427.0,269.0,921.0,239.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-bubenec-u-studanky/1296601164,Cihlová,4.0,3.0,Praha, Praha 7,,2.0,0.0,238461.53846153847
Hlavní město Praha,50.03283599,14.5060389,9300000.0,69,1,6.0,166.0,1141.0,2513.0,545.0,123.0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-chodov-valentova/1080549452,Panelová,5.0,3.0,Praha, Praha 4,Centrální dálkové,3.0,1.0,134782.60869565216
Hlavní město Praha,50.08923938,14.49638202,9300000.0,68,1,4.0,1335.0,459.0,330.0,1854.0,314.0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-zizkov-habrova/3444105292,Panelová,5.0,4.0,Praha, Praha 3,,3.0,1.0,136764.70588235295
Hlavní město Praha,50.09112355,14.43029366,9300000.0,30,1,4.0,785.0,249.0,183.0,303.0,122.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nove-mesto-soukenicka/3870552140,Cihlová,4.0,2.0,Praha, Praha 1,Ústřední dálkové,1.0,0.0,310000.0
Hlavní město Praha,50.0804097,14.45482346,9300000.0,44,1,4.0,554.0,1735.0,300.0,433.0,377.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-zizkovo-namesti/1135595596,Cihlová,5.0,5.0,Praha, Praha 3,,2.0,0.0,211363.63636363635
Hlavní město Praha,50.05216398,14.4833316,9300000.0,58,1,4.0,816.0,1022.0,159.0,1679.0,180.0,https://www.sreality.cz/detail/prodej/byt/2+1/praha-zabehlice-u-mlyna/4188917836,Cihlová,5.0,2.0,Praha, Praha 4,Ústřední plynové,2.0,1.0,160344.8275862069
Hlavní město Praha,50.023915,14.426887,9300000.0,73,1,5.0,608.0,477.0,1599.0,2719.0,219.0,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-branik-vavrenova/412930124,Panelová,5.0,14.0,Praha, Praha 4,Ústřední dálkové,4.0,0.0,127397.2602739726
Hlavní město Praha,50.13415443,14.41421778,9300000.0,77,1,4.0,440.0,435.0,2336.0,2903.0,124.0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-bohnice-/1220857932,Panelová,5.0,6.0,Praha, Praha 8,Radiátory,3.0,1.0,120779.22077922078
Karlovarský kraj,50.23468624,12.87244983,9300000.0,113,1,1.0,378.0,599.0,,,75.0,https://www.sreality.cz/detail/prodej/byt/3+kk/karlovy-vary-karlovy-vary-jatecni/534630988,Cihlová,5.0,6.0,Karlovy Vary,Karlovy Vary,Ústřední dálkové,3.0,0.0,82300.88495575222
Královéhradecký kraj,50.20555171,15.79566568,9300000.0,100,1,6.0,302.0,1047.0,,,9.0,https://www.sreality.cz/detail/prodej/byt/3+kk/hradec-kralove-hradec-kralove-prazska-trida/1532625484,Cihlová,7.0,4.0,Hradec Králové,Hradec Králové,,3.0,0.0,93000.0
Plzeňský kraj,49.7612953,13.34777,9300000.0,82,1,5.0,274.0,1242.0,1261.0,,18.0,https://www.sreality.cz/detail/prodej/byt/2+kk/plzen-severni-predmesti-znojemska/4276342860,Cihlová,7.0,2.0,Plzeň,Severní Předměstí,Centrální dálkové,2.0,0.0,113414.63414634146
Středočeský kraj,50.231448,14.078842,9300000.0,76,1,5.0,185.0,580.0,,,214.0,https://www.sreality.cz/detail/prodej/byt/2+1/slany-slany-navratilova/3709194316,Smíšená,4.0,1.0,Slaný, Kladno,Plynový kondenzační kotel,2.0,1.0,122368.42105263157
Jihomoravský kraj,49.20299886,16.60700153,9300000.0,45,1,6.0,119.0,516.0,22.0,,394.0,https://www.sreality.cz/detail/prodej/byt/1+kk/brno-brno-lidicka/3713974348,Smíšená,7.0,3.0,Brno, Brno-město,,1.0,0.0,206666.66666666666
Hlavní město Praha,50.105518,14.453858,9300000.0,47,1,1.0,158.0,1001.0,286.0,987.0,149.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-holesovice-v-haji/3228942412,Smíšená,5.0,3.0,Praha, Praha 7,,2.0,0.0,197872.3404255319
Hlavní město Praha,50.06263902,14.2798256,9300000.0,58,1,6.0,577.0,1118.0,1338.0,1258.0,109.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zlicin-strazovicka/308789324,Cihlová,7.0,2.0,Praha, Praha 5,Tepelné čerpadlo,2.0,0.0,160344.8275862069
Jihomoravský kraj,49.167524,16.565414,9300000.0,73,1,4.0,302.0,455.0,196.0,,98.0,https://www.sreality.cz/detail/prodej/byt/3+1/brno-stary-liskovec-u-posty/3089023052,Panelová,5.0,8.0,Brno,Starý Lískovec,,3.0,1.0,127397.2602739726
Jihomoravský kraj,49.21629188,16.49459192,9305000.0,69,1,6.0,115.0,1792.0,2051.0,,117.0,https://www.sreality.cz/detail/prodej/byt/4+kk/brno-zebetin-zabi/2058596428,Cihlová,8.0,1.0,Brno,Žebětín,,4.0,0.0,134855.07246376813
Hlavní město Praha,50.03811589,14.50654112,9310000.0,68,2,6.0,517.0,1348.0,1963.0,1121.0,185.0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-chodov-leopoldova/2400641100,Panelová,5.0,8.0,Praha, Praha 4,Centrální dálkové,3.0,0.0,136911.76470588235
Hlavní město Praha,50.02537415,14.42616764,9313513.0,58,1,6.0,653.0,457.0,1504.0,2620.0,110.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-branik-udolni/2967872332,Skeletová,7.0,9.0,Praha, Praha 4,,2.0,0.0,160577.8103448276
Hlavní město Praha,50.01200806,14.4129613,9317800.0,49,1,6.0,284.0,459.0,773.0,4369.0,19.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-na-cikorce/2210324556,Cihlová,8.0,2.0,Praha, Praha 4,,2.0,0.0,190159.18367346938
Moravskoslezský kraj,49.730547,18.467654,9321000.0,129,1,6.0,441.0,,,,438.0,https://www.sreality.cz/detail/prodej/byt/5+kk/sobesovice-sobesovice-/1121030220,Cihlová,7.0,1.0,Soběšovice, Frýdek-Místek,Tepelné čerpadlo,5.0,0.0,72255.81395348837
Hlavní město Praha,50.0150887,14.4289916,9322880.0,48,1,6.0,291.0,801.0,866.0,3531.0,262.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kamyk-imrychova/3714547788,Smíšená,8.0,6.0,Praha, Praha 4,,2.0,0.0,194226.66666666666
Hlavní město Praha,50.04612233,14.4355893,9326700.0,63,1,5.0,1149.0,542.0,615.0,588.0,260.0,https://www.sreality.cz/detail/prodej/byt/4+1/praha-krc-horackova/4280057932,Panelová,5.0,3.0,Praha, Praha 4,,4.0,1.0,148042.85714285713
Středočeský kraj,50.19687418,14.67502764,9332324.0,63,1,5.0,161.0,1243.0,,,223.0,https://www.sreality.cz/detail/prodej/byt/3+kk/brandys-nad-labem-stara-boleslav-stara-boleslav-melnicka/2973975884,Cihlová,8.0,2.0,Brandýs nad Labem-Stará Boleslav,Stará Boleslav,Podlahové,3.0,0.0,148132.12698412698
Hlavní město Praha,50.0705434,14.35871052,9334000.0,50,1,6.0,845.0,1584.0,246.0,1354.0,177.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kosire-leitzova/1001456460,Smíšená,9.0,3.0,Praha, Praha 5,,2.0,0.0,186680.0
Královéhradecký kraj,50.69816331,15.73610375,9340000.0,55,1,1.0,317.0,,,,26.0,https://www.sreality.cz/detail/prodej/byt/3+kk/pec-pod-snezkou-pec-pod-snezkou-/3619414092,Smíšená,5.0,3.0,Pec pod Sněžkou, Trutnov,Ústřední dálkové,3.0,0.0,169818.18181818182
Jihomoravský kraj,49.20424516,16.63084388,9340000.0,56,1,6.0,221.0,264.0,206.0,,235.0,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-brno-lazaretni/4118462540,Smíšená,7.0,8.0,Brno, Brno-město,Ústřední dálkové,2.0,0.0,166785.7142857143
Hlavní město Praha,50.13355556,14.43832988,9341425.0,49,1,6.0,585.0,1120.0,1089.0,1423.0,303.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-bohnice-pekarova/638734924,Cihlová,8.0,1.0,Praha, Praha 8,,2.0,0.0,190641.32653061225
Hlavní město Praha,50.0150887,14.4289916,9345280.0,48,1,6.0,291.0,801.0,866.0,3531.0,262.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kamyk-imrychova/4234641484,Smíšená,8.0,7.0,Praha, Praha 4,,2.0,0.0,194693.33333333334
Hlavní město Praha,50.0658,14.3023,9349000.0,72,1,1.0,129.0,595.0,116.0,1430.0,119.0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-repy-makovskeho/1066881868,Panelová,5.0,2.0,Praha, Praha 6,Radiátory,3.0,1.0,129847.22222222222
Jihočeský kraj,48.97053057,14.46742768,9350000.0,62,1,5.0,624.0,495.0,,,221.0,https://www.sreality.cz/detail/prodej/byt/2+kk/ceske-budejovice-ceske-budejovice-2-volejbalistu/2905342796,Cihlová,3.0,1.0,České Budějovice,České Budějovice 2,,2.0,0.0,150806.4516129032
Královéhradecký kraj,50.215477,15.748461,9350000.0,110,1,1.0,182.0,2929.0,,,59.0,https://www.sreality.cz/detail/prodej/byt/4+kk/stezery-stezery-zamecka/1111683148,Cihlová,4.0,2.0,Stěžery, Hradec Králové,Tepelné čerpadlo,4.0,0.0,85000.0
Jihomoravský kraj,49.22295647,16.75150479,9350000.0,102,1,1.0,371.0,,4617.0,,73.0,https://www.sreality.cz/detail/prodej/byt/2+kk/mokra-horakov-mokra-horakov-/428531788,Cihlová,5.0,2.0,Mokrá-Horákov, Brno-venkov,Krb,2.0,0.0,91666.66666666667
Hlavní město Praha,50.00667282,14.45331043,9350000.0,63,1,6.0,588.0,1562.0,96.0,3747.0,74.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kamyk-zimova/4233945164,Skeletová,7.0,2.0,Praha, Praha 4,Ústřední dálkové,2.0,0.0,148412.6984126984
Olomoucký kraj,50.184579,16.939539,9350000.0,102,1,6.0,2467.0,,,,421.0,https://www.sreality.cz/detail/prodej/byt/3+kk/stare-mesto-kuncice-/2872710476,Cihlová,7.0,4.0,Staré Město,Kunčice,,3.0,0.0,91666.66666666667
Kraj Vysočina,49.53824838,15.35046484,9350000.0,91,1,6.0,328.0,130.0,,,397.0,https://www.sreality.cz/detail/prodej/byt/4+kk/humpolec-humpolec-lnarska/3004858444,Cihlová,8.0,5.0,Humpolec, Pelhřimov,Plynový kondenzační kotel,4.0,0.0,102747.25274725274
Jihomoravský kraj,49.23933125,16.53062757,9350000.0,73,1,6.0,2084.0,1185.0,833.0,,222.0,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-kninicky-/3007857484,Cihlová,7.0,3.0,Brno,Kníničky,,2.0,0.0,128082.19178082192
Jihomoravský kraj,49.18723524,16.38605744,9350000.0,77,1,6.0,378.0,,,,103.0,https://www.sreality.cz/detail/prodej/byt/3+kk/rosice-rosice-na-vyhlidce/3437350988,Montovaná,7.0,1.0,Rosice, Brno-venkov,Plynový kotel,3.0,0.0,121428.57142857143
Královéhradecký kraj,50.212503,15.813688,9350000.0,110,1,3.0,135.0,103.0,,,165.0,https://www.sreality.cz/detail/prodej/byt/4+kk/hradec-kralove-prazske-predmesti-u-koruny/1301725260,Cihlová,4.0,2.0,Hradec Králové,Pražské Předměstí,Tepelné čerpadlo,4.0,0.0,85000.0
Hlavní město Praha,50.06994345,14.45026426,9353550.0,49,1,5.0,787.0,1330.0,163.0,792.0,469.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-kosicka/1682965324,Cihlová,4.0,1.0,Praha, Praha 10,,2.0,0.0,190888.77551020408
Jihomoravský kraj,49.20491167,16.49723778,9359000.0,97,1,6.0,775.0,2364.0,1714.0,,239.0,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-zebetin-pod-kopcem/3684687948,Cihlová,5.0,1.0,Brno,Žebětín,Tepelné čerpadlo,3.0,0.0,96484.53608247422
Hlavní město Praha,50.10519465,14.51723082,9360000.0,59,1,5.0,418.0,475.0,220.0,586.0,566.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vysocany-sousedikova/1370587212,Cihlová,5.0,3.0,Praha, Praha 9,,2.0,0.0,158644.06779661018
Středočeský kraj,49.91094467,14.49606115,9360000.0,57,1,6.0,192.0,,,,179.0,https://www.sreality.cz/detail/prodej/byt/2+kk/jilove-u-prahy-radlik-prazska/1880195148,Cihlová,7.0,3.0,Jílové u Prahy,Radlík,,2.0,0.0,164210.52631578947
Středočeský kraj,49.905802,14.492959,9360000.0,57,1,6.0,192.0,,,,179.0,https://www.sreality.cz/detail/prodej/byt/2+kk/jilove-u-prahy-radlik-prazska/1098178636,Cihlová,7.0,3.0,Jílové u Prahy,Radlík,,2.0,0.0,164210.52631578947
Hlavní město Praha,50.02770038,14.42937188,9360730.0,45,1,6.0,542.0,276.0,1652.0,2274.0,60.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-branik-novodvorska/4271026252,Cihlová,3.0,3.0,Praha, Praha 4,,2.0,0.0,208016.22222222222
Středočeský kraj,50.23935103,14.31163165,9363518.0,76,1,6.0,112.0,1573.0,,,138.0,https://www.sreality.cz/detail/prodej/byt/3+kk/kralupy-nad-vltavou-kralupy-nad-vltavou-husova/1112699724,Smíšená,9.0,2.0,Kralupy nad Vltavou, Mělník,,3.0,0.0,123204.18421052632
Hlavní město Praha,50.03591238,14.41192062,9364000.0,58,1,1.0,1258.0,1738.0,379.0,2594.0,91.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-branik-ke-krci/3415294796,Cihlová,6.0,1.0,Praha, Praha 4,,2.0,0.0,161448.27586206896
Středočeský kraj,49.78857181,13.97803359,9365025.0,95,1,1.0,181.0,,,,217.0,https://www.sreality.cz/detail/prodej/byt/3+kk/jince-jince-slavikova/3372716108,Smíšená,7.0,2.0,Jince, Příbram,,3.0,0.0,98579.21052631579
Hlavní město Praha,50.01048497,14.44888107,9368903.0,50,1,7.0,480.0,1922.0,462.0,3582.0,405.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kamyk-smotlachova/1804333132,Smíšená,8.0,4.0,Praha, Praha 4,,2.0,0.0,187378.06
Jihočeský kraj,48.964543,14.482556,9371000.0,91,1,6.0,284.0,958.0,,,65.0,https://www.sreality.cz/detail/prodej/byt/4+kk/ceske-budejovice-ceske-budejovice-6-cechova/2906763340,Cihlová,7.0,2.0,České Budějovice,České Budějovice 6,Centrální dálkové,4.0,0.0,102978.02197802198
Jihočeský kraj,48.974469,14.474342,9372000.0,77,1,7.0,113.0,97.0,,,70.0,https://www.sreality.cz/detail/prodej/byt/2+kk/ceske-budejovice-ceske-budejovice-/1010032716,Smíšená,8.0,11.0,České Budějovice,České Budějovice,,2.0,0.0,121714.28571428571
Středočeský kraj,49.99354201,14.20429748,9380000.0,86,1,6.0,18.0,,,,193.0,https://www.sreality.cz/detail/prodej/byt/3+kk/vysoky-ujezd-vysoky-ujezd-pivovarska/139255884,Cihlová,7.0,3.0,Vysoký Újezd, Beroun,Ústřední dálkové,3.0,0.0,109069.76744186046
Hlavní město Praha,50.10279603,14.49694493,9380000.0,64,1,6.0,608.0,462.0,80.0,492.0,355.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-ceskomoravska/403554380,Cihlová,5.0,6.0,Praha, Praha 9,Ústřední dálkové,2.0,0.0,146562.5
Hlavní město Praha,50.03504267,14.38454245,9387980.0,52,1,7.0,181.0,2571.0,168.0,2427.0,126.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hlubocepy-silurska/2443227212,Smíšená,8.0,2.0,Praha, Praha 5,,2.0,0.0,180538.07692307694
Hlavní město Praha,50.14069439,14.57601302,9389443.0,52,1,7.0,378.0,1657.0,4264.0,3509.0,85.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vinor-mladoboleslavska/1749033804,Skeletová,9.0,1.0,Praha, Praha 9,,2.0,0.0,180566.21153846153
Středočeský kraj,50.0573,14.21521097,9390000.0,76,1,6.0,944.0,3225.0,,,265.0,https://www.sreality.cz/detail/prodej/byt/3+kk/chyne-chyne-u-drahy/1795285068,Dřevostavba,5.0,1.0,Chýně, Praha-západ,Elektrokotel,3.0,0.0,123552.63157894737
Jihočeský kraj,48.99012139,14.53071389,9390000.0,99,1,5.0,876.0,2838.0,,,80.0,https://www.sreality.cz/detail/prodej/byt/4+kk/vrato-vrato-/2358870092,Cihlová,8.0,2.0,Vráto, České Budějovice,Lokální plynové,4.0,0.0,94848.48484848485
Hlavní město Praha,50.0825675,14.44934028,9390000.0,46,1,1.0,468.0,1385.0,318.0,549.0,300.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-vita-nejedleho/426303564,Cihlová,5.0,4.0,Praha, Praha 3,Plynový kondenzační kotel,2.0,0.0,204130.4347826087
Hlavní město Praha,50.01351732,14.40074377,9390000.0,59,1,1.0,49.0,1298.0,82.0,4828.0,413.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-modrany-piskarska/1644552268,Cihlová,5.0,7.0,Praha, Praha 4,,1.0,0.0,159152.54237288135
Hlavní město Praha,50.08397049,14.37619899,9390000.0,52,1,1.0,443.0,2215.0,70.0,1782.0,269.0,https://www.sreality.cz/detail/prodej/byt/2+1/praha-brevnov-liborova/1706951500,Cihlová,5.0,1.0,Praha, Praha 6,,2.0,1.0,180576.92307692306
Hlavní město Praha,50.054627,14.504062,9390000.0,76,2,6.0,752.0,374.0,673.0,1484.0,186.0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-zabehlice-hvozdikova/2886488908,Panelová,5.0,7.0,Praha, Praha 10,Ústřední dálkové,3.0,1.0,123552.63157894737
Hlavní město Praha,49.99071319,14.4154908,9390000.0,56,1,6.0,449.0,1685.0,1325.0,,154.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-bozeny-jandlove/1157423180,Cihlová,5.0,2.0,Praha, Praha 4,Plynový kotel,2.0,0.0,167678.57142857142
Hlavní město Praha,49.97407362,14.39428812,9390000.0,79,1,2.0,85.0,3924.0,3329.0,,79.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zbraslav-hauptova/3691221068,Cihlová,4.0,1.0,Praha, Praha 5,Přímotop,2.0,0.0,118860.75949367089
Hlavní město Praha,50.078679,14.508924,9390000.0,68,1,6.0,248.0,935.0,84.0,586.0,40.0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-strasnice-limuzska/3906884428,Cihlová,5.0,19.0,Praha, Praha 10,,3.0,1.0,138088.23529411765
Hlavní město Praha,49.96956761,14.38898209,9390000.0,79,1,2.0,19.0,3967.0,3366.0,,121.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zbraslav-elisky-premyslovny/4040479564,Cihlová,4.0,1.0,Praha, Praha 5,Přímotop,2.0,0.0,118860.75949367089
Hlavní město Praha,50.0149784,14.4371294,9390000.0,54,1,7.0,272.0,1343.0,976.0,3290.0,128.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kamyk-vosatkova/3518268236,Skeletová,7.0,3.0,Praha, Praha 4,,2.0,0.0,173888.88888888888
